No,質問,期待回答,実際回答,スコア,判定
10,最低利用期間はありますか？,スリム光サービスの契約期間は、2年契約自動更新型となります。\n満了時以外の解約の場合は、定額制プランは5000円、電話のみのプランは2200円となります。\nまた、プラン変更時も違約金の対象となります。,"お問い合わせいただき、ありがとうございます。

申し訳ございません。お問い合わせいただいた最低利用期間に関する情報が見つかりませんでした。
契約プランによって内容が異なる場合がございますので、恐れ入りますが、詳細につきましては担当窓口までご確認いただけますでしょうか。

お力になれず大変恐縮ですが、何卒よろしくお願い申し上げます。",0.0,×
11,利用休止はできますか？,利用休止はありません。,"お問い合わせいただき、ありがとうございます。

利用休止についてですね。

申し訳ございません。お調べいたしましたが、利用休止に関する情報が見つかりませんでした。
恐れ入りますが、詳細につきましてはサポート担当者へお問い合わせいただけますでしょうか。

お手数をおかけいたしますが、よろしくお願いいたします。",0.0,×
12,短期間も利用できますか？,短期間も利用できます。\nただし、契約期間満了時以外の解約の場合は解約金がかかります。,"お問い合わせいただき、ありがとうございます。

ご質問いただいた短期間のご利用についてですが、あいにくお調べした範囲では明確な情報を見つけることができませんでした。大変申し訳ございません。

契約期間やプランの詳細につきましては、担当部署にてご案内いたしますので、お手数ですが、一度お問い合わせいただけますでしょうか。",0.779,〇
13,法人でも申込みはできますか？,個人・法人問わず申込み可能です,"お問い合わせいただきありがとうございます。

はい、法人様でもお申込みいただけます。
法人様名義でのご契約も可能でございますので、ご安心ください。",0.782,〇
14,プロバイダー加入は必要ですか？,インターネットをご利用の場合は、必須となります。\nスリム光サービスは、基本的にプロバイダ料金も含まれた価格でございます。\nご利用とともに加入となりますので、ご安心ください。\n※電話のみの場合は、セットに含まれておりません。,"お問い合わせいただきありがとうございます。
プロバイダーへのご加入が必要かどうかについてですね。

申し訳ございませんが、お調べいたしましたが、関連する情報を見つけることができませんでした。

一般的に、インターネットをご利用いただくためには、回線のご契約とは別にプロバイダーとのご契約が必要となります。
ただし、ご利用のサービスプランによっては、プロバイダー契約が一体となっている場合もございます。

恐れ入りますが、詳細につきましては担当部署へご確認いただけますでしょうか。",0.89,〇
15,転用番号はどのようにすればとれますか？,【取得方法】\n・インターネットからのご取得を検討されているお客様\n(西日本在住の方)\nhttps://flets-w.com/collabo/tenyou/entry/ \n(東日本在住の方)\nhttps://flets.com/app4/input/index/ ・電話でご取得を検討されているお客様\n(西日本在住の方)\n0120-553-104\n受付時間 9:00〜17:00 土日・祝日も営業(年末年始を除く)\n\n(東日本在住の方)\n0120-140-202\n受付時間 9:00〜17:00 土日・祝日も営業(年末年始を除く),"お問い合わせいただきありがとうございます。
転用番号の取得方法についてご案内いたします。

転用承諾番号は、現在ご利用中のNTT東日本・西日本の専用窓口（Webサイトまたはお電話）にてお手続きいただくことで取得できます。

お手数ではございますが、お客様のご契約状況に応じて、以下の窓口へお問い合わせください。

---

**【NTT東日本をご利用の場合】**
*   **Webサイト**
    *   NTT東日本の公式サイトよりお手続きいただけます。
*   **お電話**
    *   電話番号：0120-140-202
    *   受付時間：午前9時～午後5時（土日・祝日も営業、年末年始を除く）

**【NTT西日本をご利用の場合】**
*   **Webサイト**
    *   NTT西日本の公式サイトよりお手続きいただけます。
*   **お電話**
    *   電話番号：0120-553-104
    *   受付時間：午前9時～午後5時（土日・祝日も営業、年末年始を除く）

---

お手続きの際は、フレッツ光のお客様IDやご契約者様名、設置場所住所、お支払い方法などの情報が必要となる場合がございますので、ご準備いただくとスムーズです。

ご不明な点がございましたら、お気軽にお問い合わせください。",0.726,〇
16,事業者変更番号がほしいです、どうすればいいですか？,当社より事業者変更番号を払い出しいたしますので、0120-36-3624までお問合せください。\n\n事業者変更時のトラブルの一例です。(実例)\n・事業者変更後、インターネットが繋がらなくなった。\n・聞いていた料金よりも高額になった。\n当社でできていたサポートが、変更先では受けれなくなった。\・何か事業者側に依頼をするときに、ガイダンスや手間がかかるようになった。\n・当社よりレンタルで提供していたサービスを返却しないといけなくなった。\n・解約金・事業者変更手数料が返金されない、または費用負担があるとは聞いていなかった。\n・事業者変更後、営業担当者と連絡が繋がらなくなった。\n\n事業者変更についてのご案内\n・発行までお時間が要します。\n・ご契約者以外の対応は致しかねます。\n・支払状況により発行致しかねる場合がございます。\n・成りすまし防止のため、期間を開けてご契約者様の固定電話(固定がない場合は、携帯電話)へご連絡し、ご説明後事業者変更番号を発行します。\n\n発行後は、郵送にてお手元に届きます。\n新しく変更される事業者様へご提出ください。,"お問い合わせいただき、ありがとうございます。
事業者変更承諾番号の発行をご希望とのこと、承知いたしました。

申し訳ございません。
お調べいたしましたが、事業者変更承諾番号の発行手続きに関する具体的な情報が、あいにくこちらでは確認できませんでした。

大変お手数をおかけいたしますが、ご契約者ご本人様よりカスタマーサポートへ直接お問い合わせいただけますでしょうか。
担当者より、お手続きについて詳しくご案内させていただきます。",0.844,〇
17,IPv6とは何ですか,IPv6とは、インターネットプロトコルの第6版で、IPv4に続く次世代のインターネット通信の規格です。\n\n【IPv6の特徴】\nIPv4と比べてアドレスが128ビットに拡張されており、約340潤(かん)個のIPアドレスが使用可能です。\nIPv4の約43憶個と桁違いの差があり、地球上のあらゆるものをインターネットへ接続できる可能性があります。\nIPv4と比べて通信速度が速くなる可能性があります。\nIPoE方式による接続方式では、帯域幅の広い通信網を経由できるため、回線の混雑を避けることができます。\nIPSec(アイピーセック)という技術が組み込まれているため、セキュリティの改善につながります。,"お問い合わせありがとうございます。
IPv6についてご説明しますね。

IPv6とは、現在主流である「IPv4」に続く、**次世代のインターネット通信規格**のことです。

主な特徴は以下の通りです。

*   **膨大な数のIPアドレスが利用可能**
    IPv4の約43億個と比べて、IPv6では約340潤（かん）個という桁違いの数のIPアドレスが使えます。これにより、今後インターネットに接続される機器が増えても対応できます。

*   **通信速度が速くなる可能性がある**
    「IPoE」という新しい接続方式を利用することで、通信が混雑しにくい経路を通り、より快適な通信が期待できます。

*   **セキュリティが向上する**
    「IPSec（アイピーセック）」というセキュリティ技術が標準で組み込まれているため、通信の安全性が高まります。

ご不明な点がございましたら、またお気軽にお尋ねください。",0.906,〇
18,支払い方法を変更したい,請求書払い・口座振替・クレジット支払いの3種類からお選び頂けます。\n\n請求書払い手数料 275円\nご利用頂いた月の翌月中旬頃に毎月お手元に届きます。\n\n口座振替手数料 110円\nご利用頂いた月の翌月27日に引落\n\nクレジット支払い手数料 0円\n\n明細発行手数料 220円となります。,"お問い合わせいただき、ありがとうございます。

支払い方法の変更をご希望とのこと、承知いたしました。

誠に申し訳ございませんが、お調べいたしましたが、支払い方法の変更に関する具体的なお手続き方法について、こちらでは情報が見つかりませんでした。

お手数をおかけし大変恐縮ですが、担当の窓口にてご案内させていただきますので、そちらへお問い合わせいただけますでしょうか。",0.0,×
19,電話回線の工事はしてもらえますか？,電話回線のみの工事でできます。\nスリムひかり電話ネクスト・スリムひかり電話ネクストAと2種類サービスがございます。\n\n-月額使用料金-\nスリムひかり電話ネクスト 2750円\nスリムひかり電話ネクスト 3850円※1\n税込\n1(ナンバーディスプレイ 440円・ボイスワープ 550円・キャッチホン 330円・迷惑電話お断りサービス 220円・ナンバーリクエスト 220円)\n\n契約期間は2年となり、満了以外の場合は2000円の解約金がかかります。,"お問い合わせいただきありがとうございます。

はい、電話回線の工事を承っております。

他社様で建物の都合などを理由に工事ができなかった場合でも、当社では光ファイバーを引き込むための配管工事などの付帯工事も対応可能です。

詳しい状況をお伺いいたしますので、まずはお気軽に以下の窓口までご相談くださいませ。

**【お問い合わせ窓口】**
電話番号: 0120-36-3624",0.798,〇
20,インターネットの速度が遅いので、改善したいです。,通信速度が遅くなる原因には、機器や回線、電波干渉、接続台数などさまざまな要因が考えられます。\n\n\再起動・Wi-Fiルーターの交換・位置変更・中継器の導入などで改善される場合がございます。\n\n【端末・機器側の問題】\nスマホ(パソコン)のストレージやメモリが不足している\nスマホ(パソコン)のOSがアップデートされていない\nスマホ本体(パソコン)やバッテリー劣化・故障している\n古い機種のスマホ(パソコン)を使っている\n\n【電波干渉の問題】\n電子レンジなどの電波を発する家電やBluetoothとの電波干渉\n5Gの電波が直進性が高いという特性\n電波が届かない\n\n【設定の問題】\nループ接続されている\n\n【接続台数】\nWi-Fiルーターごとに接続台数が決まっており、同時に利用してると通信速度が落ちる傾向がある,"お問い合わせいただき、ありがとうございます。
インターネットの速度が遅いとのこと、ご不便をおかけしております。

恐れ入りますが、以下の方法をお試しいただくことで改善する場合がございますので、一度ご確認いただけますでしょうか。

1.  **通信機器の再起動**
    パソコンやスマートフォン、Wi-Fiルーター、ONU（光回線終端装置）など、インターネットに接続している機器の電源を一度すべてお切りください。数分待ってから、ONU、ルーター、パソコンの順に電源を入れ直してみてください。

2.  **接続方法の確認**
    もしWi-Fi（無線LAN）で接続している場合は、ルーターとご利用端末の距離を近づけたり、間に障害物がないか確認したりすることで改善することがあります。可能でしたら、LANケーブルを使った有線接続で速度が安定するかどうかもお試しください。

3.  **複数の端末で試す**
    もし他のパソコンやスマートフォンをお持ちでしたら、そちらでも同様に速度が遅いかをご確認ください。特定の端末でのみ問題が発生している可能性もございます。

上記をお試しいただいても状況が改善しない場合は、さらに詳しく調査いたしますので、お手数ですが改めてその旨をお知らせください。",0.844,〇
21,WiFiルーターが故障しました、どのようにすればいいですか,当社よりレンタル品としてご提供している場合は、交換となります。\n0120-36-3624までお問合せをいただき、代替品を郵送いたします。\n到着後、Wi-FIルーターを交換していただき、故障したWi-Fiルーターを返却袋に入れて当社まで着払いでご返却下さい。\n※自然故障の場合は無料です。,"お問い合わせいただきありがとうございます。
Wi-Fiルーターが故障されたとのこと、ご不便をおかけしております。

当社からレンタルされているWi-Fiルーターの場合は、交換対応をさせていただきます。

お手数ですが、以下のサポート窓口までご連絡ください。代替品を郵送にて手配いたします。

**【サポート窓口】 0120-36-3624**

代替品が到着しましたら、ルーターを交換していただき、故障したルーターは同梱の返却袋に入れて着払いにてご返送ください。

なお、自然故障の場合は無料で交換いたしますのでご安心ください。",0.844,〇
22,アンテナではなく光を使ったテレビを利用したい,スリムテレビをご案内いたします。\nスリムテレビとは、NTT東西のフレッツテレビと同等のサービスとなります。\n月額料金 825円で地デジとBSサービスをご利用頂けます。\nご利用頂けるチャンネルは、地域により異なります。\nNTT西日本 参考URL\nhttps://flets-w.com/opt/ftv/terms/channel.html \n\nNTT東日本 参考URL\nhttps://flets.com/ftv/channel.html \n\nご利用頂くには、提供エリアでかつ、対応のルーター・テレビ配線が必要となります。\n詳しくは0120-36-3624までお問い合わせください。,"お問い合わせいただき、ありがとうございます。
光回線を利用したテレビサービスにご興味がおありなのですね。

誠に申し訳ございませんが、お調べしたところ、サービスの詳細なプランやお申し込み方法に関する情報が見つかりませんでした。

弊社では光ファイバーの引き込み工事なども承っておりますので、光テレビサービスのご提供も可能かと存じます。
つきましては、お手数ですが、お客様の状況に合わせて詳しいご案内をさせていただきますので、下記窓口まで一度お問い合わせいただけますでしょうか。

【お問い合わせ窓口】
0120-36-3624

お気軽にご相談くださいませ。",0.0,×
23,セキュリティをいれたい、どのようにすればいいですか,セキュリティですが、用途に合わせごご利用いただくことを推奨いたします。\n\n【アンチウイルスソフト】\nパソコンやスマートフォンの端末側にソフトを導入し、ファイル開封やプログラムの実行といったユーザー行動に伴い、リアルタイムでそれらをスキャンし、悪意のあるプログラムやウイルスの検出・駆除を行います。 感染したファイルはアンチウイルスによって速やかに隔離し、他端末やシステムへの感染拡大を防ぐことが可能です。\nご利用台数分の費用と設定が必要となります。\n\n【UTM】\n複数のセキュリティ機能を1つの機器で運用管理できるため、コストやネットワーク担当者の負担が軽減します。\n導入が容易で、工事などの必要がなく、いくつものセキュリティ製品を個別に導入するよりも短時間で導入でき、ネットワーク管理の一元化を実現でき、業務に関係のないサイトやコンテンツへのアクセスをブロックしたり、不正な通信を検知して遮断したりできます。,"お問い合わせいただきありがとうございます。
セキュリティ対策をご検討とのこと、承知いたしました。

誠に恐れ入りますが、どのようなセキュリティ対策をご希望でしょうか。
例えば、「パソコンのウイルス対策をしたい」「インターネットの通信を安全にしたい」など、もう少し詳しく教えていただけますと、より的確なご案内ができます。

お手数ですが、どのような点でお困りか、もう少し詳しく教えていただけますでしょうか。",0.851,〇
24,WiFiの電波が弱い,【原因】\nWi-Fiルーターや端末の設置場所や向きが不適切\n電波干渉や障害物がある\n回線が混雑している\nWi-Fiルーターや端末に不具合がある\nWi-Fiの周波数帯が2.4GHz帯で、電子レンジなどの電波干渉を受けている\n\n【対処法】\nWi-Fiルーターや端末を再起動する\nWi-Fiルーターの設置場所や向きを変える\nWi-Fiの周波数帯を5GHz帯に変更する\n回線が混雑する時間帯を避ける\nWi-Fiルーターの制御プログラムである「ファームウェア」を最新版にアップデートする\nWi-Fiルーターや端末を買い替える\n中継器を設置する\nメッシュWi-Fiを導入するなどになります。,"ご不便をおかけしております。
WiFiの電波が弱くなる原因はいくつか考えられます。

主な原因としては、Wi-Fiルーターの設置場所、他の電子機器との電波干渉、回線の混雑などが挙げられます。

つきましては、お手数ですが以下の対処法をお試しいただけますでしょうか。

*   **Wi-Fiルーターとご利用端末（PCやスマートフォンなど）を再起動する**
*   **Wi-Fiルーターの設置場所を変えてみる**
    （床から離し、家の中心に近い障害物の少ない場所が効果的です）
*   **Wi-Fiの周波数帯を5GHz帯に変更する**
    （2.4GHz帯は電子レンジなどと干渉することがあります）
*   **Wi-Fiルーターのファームウェアを最新版にアップデートする**

これらを試しても改善しない場合は、電波を広げる「中継器」の設置や、より広範囲をカバーできる「メッシュWi-Fi」の導入なども有効です。",0.828,〇
25,別の事業者で光を申込したが配管がなく、工事ができないといわれた。それでも工事はできますか,可能な場合がございます。\n当社では、光ファイバーを入線するための付帯工事を積極的に行っております。\nまずは0120-36-3624までご相談ください。,"お問い合わせいただきありがとうございます。
他の事業者様で配管がなく工事ができなかったとのこと、ご心配のことと存じます。

建物に既存の配管がない場合でも、例えば壁に小さな穴を開けて光ファイバーを直接引き込んだり、エアコンのダクト（配管用の穴）を利用したりする方法で、工事ができる可能性がございます。

ただし、これらの方法が実施可能かどうかは、建物の構造や大家様・管理会社様の許可など、現地の状況を確認する必要がございます。

つきましては、専門の担当者が詳しく状況をお伺いし、工事が可能かどうかを判断させていただきますので、一度担当窓口までご相談いただけますでしょうか。",0.848,〇
26,電話機を3つ以上使いたい、どのようにすればいいですか,電話機を3台同時以上ご利用頂くには、ビジネスホンをご検討ください。\n詳しくは0120-36-3624までお問い合わせください。,"お問い合わせいただきありがとうございます。
電話機を3台以上ご利用になりたいとのことでございますね。

申し訳ございませんが、お調べいたしましたが、ご質問いただいた電話機の増設方法に関する情報が見つかりませんでした。

一般的に、電話機の増設には、回線の追加契約やご利用プランの変更、オプションサービスへのお申し込みなどが必要となる場合がございます。
お客様のご契約状況によってご案内が異なりますので、恐れ入りますが、詳細につきましては担当部署へお問い合わせいただけますでしょうか。

お手数をおかけいたしますが、よろしくお願い申し上げます。",0.0,×
27,ナンバーディスプレイを申込したい,ナンバーディスプレイ 440円\n登録事務手数料 2200円\n申込後、3日後(土日祝を除く)からサービスをご利用頂けます。\nご利用にはナンバーディスプレイ対応の電話機が必要です。,"ナンバーディスプレイのお申し込みをご希望とのこと、承知いたしました。

申し訳ございませんが、お調べしたところ、ナンバーディスプレイのお申し込み方法に関する情報が見つかりませんでした。

大変お手数をおかけいたしますが、詳細につきましては担当窓口へ直接お問い合わせいただけますでしょうか。",0.0,×
28,転送電話を申込したい,転送料金 550円\n登録事務手数料 2200円\n申込後、3日後(土日祝を除く)からサービスをご利用頂けます。\n転送をご利用頂くには、設定が必要になります。\n詳しくは「転送設定」を検索頂くか、0120-36-3624までお問い合わせくださいませ。,"お問い合わせいただき、ありがとうございます。

恐れ入りますが、転送電話のお申し込み方法につきましては、ご案内できる情報が見つかりませんでした。
お手数ですが、担当部署へご確認いただけますでしょうか。

なお、お申し込みが完了した後の設定方法については、以下の通りご案内いたします。ご参考になりますと幸いです。

---
### **転送電話（ボイスワープ）の設定手順**

主に「無条件転送」と「無応答時転送」の2つの設定方法がございます。

**【手順1】 転送先電話番号の登録**
まずはじめに、転送先の電話番号を登録します。
`142` にダイヤル → ガイダンスに従い `2` を押す → 転送先の電話番号を入力し、登録を完了します。

**【手順2】 呼び出し回数の設定（無応答時転送の場合）**
無応答時転送をご利用の場合、何回呼び出し音が鳴った後に転送するかを設定します。（0～9回）
`142` にダイヤル → ガイダンスに従い `3` を押す → ご希望の呼び出し回数を入力し、設定を完了します。
※無条件転送の場合は、この手順は不要です。

**【手順3】 転送の開始**
`142` にダイヤルし、ガイダンスに従って以下のいずれかの設定を行ってください。
*   `1` → `1`：**無条件転送**（かかってきた電話をすべて転送します）
*   `1` → `2`：**無応答時転送**（一定回数応答がない場合に転送します）

**【手順4】 転送の停止**
転送を停止する場合は、以下の手順で設定します。
`142` にダイヤル → ガイダンスに従い `0` を押し、停止を完了します。
---

その他、ご不明な点がございましたらお気軽にお尋ねください。",0.0,×
29,新しく電話番号を申込したい,月額料金 番号毎 110円\n登録事務手数料 2200円\n申込後、新規で発番した電話番号をご案内します。\n番号決定後、7日後(土日祝を除く)からサービスをご利用頂けます。\n※なり分け設定が必要な場合がございます。\n詳しくは0120-36-3624までご連絡ください。,"新しい電話番号のお申し込みをご検討いただき、ありがとうございます。

誠に申し訳ございませんが、お申し込みの具体的な手続きに関する情報が、手元の資料では確認できませんでした。
大変お手数ではございますが、担当部署へ直接お問い合わせいただけますでしょうか。

参考までに、お申し込みから開通までの期間をご案内いたします。

*   **開通までの期間**: お申し込み後、通常2週間から2ヶ月ほどお時間をいただいております。
    *   ※時期や地域、特に春のお引越しシーズンなどは、通常よりもお時間がかかる場合がございます。

ご不便をおかけいたしますが、何卒よろしくお願い申し上げます。",0.899,〇
30,キャッチホンを申込したい,申込後、設定せずご利用頂けます。\n月額料金 330円\n登録事務手数料 2200円\n申込後、3日後(土日祝除く)からサービスをご利用頂けます。\n特に設定などは必要ありませんが、電話機の機能でキャッチホンがない場合はご利用できません。\n詳しくは電話機のメーカーにお問い合わせくださいませ。,"お問い合わせいただきありがとうございます。
キャッチホンのお申し込みについてですね。

申し訳ございません。お調べいたしましたが、キャッチホンのお申し込みに関する情報が見つかりませんでした。

大変恐れ入りますが、詳細な手続きにつきましては、社内の電話担当部署、またはご契約の通信事業者様へ直接ご確認いただけますでしょうか。

お力になれず申し訳ございません。",0.0,×
31,支払方法を口座振替にしたい,口座振替の登録書類を郵送いたします。\nご記入後、ポストにご投函くださいませ。\n当社受理後、翌月より口座振替に変わります。,"お問い合わせありがとうございます。

申し訳ございません。お調べいたしましたが、お支払方法を口座振替に変更するお手続きに関する情報が見つかりませんでした。

大変お手数をおかけいたしますが、詳細につきましては、担当部署へ直接お問い合わせいただけますでしょうか。

お力になれず、申し訳ございません。",0.0,×
