node_id,parent_id,label,node_type,"answer"
basic_conditions_min,basic_conditions,最低利用期間,answer,"最低利用期間は2年。契約は2年契約の自動更新。更新月を含む2ケ月以外の解約は解約金が発生する。\n\n■解約金\n・定額制プラン：5,000円\n・電話のみプラン：2,000円\n\n■工事費残債\n・工事費が分割中の場合、契約満了の2年より前に解約すると残工事費も請求される\n\n■プラン変更\n・プラン変更時は事務手数料の3,300円が発生"
basic_conditions_pause,basic_conditions,利用休止,answer,"利用休止はできない。期間を指定した一時停止も不可。"
basic_conditions_short,basic_conditions,短期間の利用,answer,"短期間の利用も可能。ただし契約は2年契約の自動更新。\n\n■解約金\n・更新月を含む2か月以外の解約は解約金が発生\n・定額制プラン：5,000円\n・電話のみプラン：2,200円\n\n■工事費残債\n・工事費が分割中の場合、2年満了前の解約は残工事費を請求"
basic_conditions_phonechange,basic_conditions,電話プラン変更時の契約期間,answer,"プラン変更時にリセットされ、変更日が契約開始日となる。期間や時期により解約金がかかる場合もある。"
basic_namechange_contractors,basic_namechange,契約者の名義変更,answer,"変更可能。\n変更手続きには、名義変更者の身分証明書が必要。\n名義変更には約1ヶ月ほどかかる。\n\n■必要書類\n・個人 → 個人(新)：新契約者の身分証明書（運転免許証、マイナンバーカード、健康保険証＋公共料金明細）\n・個人 → 法人：登記簿の写し\n・法人 → 個人：新契約者の身分証明書（運転免許証、マイナンバーカード、健康保険証＋公共料金）\n・法人 → 法人(新) ：登記簿の写し"
basic_transfer_num,basic_transfer,転用番号取得,answer,"インターネットまたは電話で取得できる。東日本・西日本で窓口が異なる。\n\n■インターネット\n・西日本：[こちら](https://flets-w.com/collabo/tenyou/entry/)\n・東日本：[こちら](https://flets.com/app4/input/index/)\n\n■電話\n・西日本：0120-553-104（9:00〜17:00）\n・東日本：0120-140-202（9:00〜17:00）\n※土日祝対応可(年末年始除く)"
basic_transfer_businessnum,basic_transfer,事業者変更番号取得,answer,"NTT光コラボ事業者から別の光コラボ事業者へ乗り換える際に必要な番号。\n\n■対象例\n・ドコモ光\n・ソフトバンク光\n・楽天ひかり\n・So-net光　など\n\n光コラボ事業者一覧：[こちら](https://flets.com/collabo/list/?utm_source=chatgpt.com)\n\n■取得方法\n・お客様からの電話受付後、当社で発行\n・発行後は郵送で送付\n・到着まで早くて翌日～翌々日\n\n■手数料\n・発行手数料：3,300円\n・当月利用料金と合算請求\n・有効期限：発行から2週間"
basic_move_samenum,basic_move,引越し先での番号引継ぎ可否,answer,"引越し先による。\n\n■提供エリア内の場合\n・NTT東西の光回線提供エリアであれば、電話番号の引継ぎが可能。\n\n■提供エリア外の場合\n・NTT東西の光回線提供エリア外だと、番号引継ぎができない。\n\n■例外\n・電柱やインフラの位置関係により、提供エリア内でも番号引継ぎができない場合がある。\n\n■提供エリア確認\n【西日本在住の方】：[こちら](https://flets-w.com/cart/index.php)\n【東日本在住の方】：[こちら](https://flets.com/app2/search_c.html)"
basic_move_router,basic_move,敷地内移転,answer,"- Wi-FiルーターやTPLinkの移動：単純に場所を移動するだけで利用可能\n- HGWなどの移動の場合：NTTへの報告や工事が必要\n・移転工事完了までおおよそ1ヶ月\n・工事が発生する場合は料金がかかる可能性あり"
basic_cancel_service,basic_cancel,各種サービス解約時の解約金,answer,"サービス内容・利用期間・申込時期によって異なる。\n\n・工事費が残っている場合：満了が2年のため、満了前の解約は残工事費を請求。\n・解約金：2年自動更新。更新月を含む2ケ月以外の解約は解約金が発生。\n➤定額プラン：5,000円\n➤電話のみプラン：2,200円\n・解約希望は1ヶ月前までに連絡が必要。"
basic_cancel_procedure,basic_cancel,解約手続き,answer,"解約連絡後、解約日を決定し、書面で送付。\nNTTルーター(ONUやHGW)は返却キッドを利用して返却。\nWi-Fルーターをレンタルの場合も同様に返却キッドを利用して返却。\n利用月の翌月が最終の請求となる。"
basic_cancel_timing,basic_cancel,解約の連絡タイミング,answer,"解約希望日の1ヶ月前まで。"
basic_initial_slim,basic_initial,スリム光の初期費用,answer,"プランや利用状況により初期費用が異なる。以下を基本とする。\n\n■ネットのみ（通常）\n・引込工事：22,000円\n・契約料：880円\n・セットアップ料：2,900円（必要な場合のみ）\n\n■ネット＋電話（通常）\n引込工事：22,000円\n・契約料：880円\n・セットアップ料：2,900円（必要な場合のみ）\n・鳴り分け（2番号以上）：1,100円\n・交換機等工事費：1,100円（必要な場合のみ）\n・同番移行工事費（1番号）：2,200円\n休止工事費：1,100円（必要な場合のみ）\n\n■ネットのみ（通常以外）\n・引込工事：22,000円（分割請求）\n・契約料：880円\n\n■ネット＋電話（通常以外）\n・引込工事：22,000円（分割請求）\n・契約料：880円\n・交換機等工事費：1,100円（必要な場合のみ）\n・同番移行工事費（1番号）：2,200円\n休止工事費：1,100円（必要な場合のみ）\n\n※状況により不要な費用・会社負担になる費用があるため、必ず個別確認すること。\n※基本同額の割引にて相殺のため実質無料。"
basic_payment_type,basic_payment,支払方法の種類,answer,"以下の4種類から選択可能。\n\n・請求書払い：手数料 275円\n→利用月の翌月中旬頃に郵送\n・口座振替：手数料 110円\n→利用月の翌月27日に引落\n・クレジットカード：手数料 0円\n・ドコモ携帯電話合算：手数料 165円\n\n※すべて税込"
basic_payment_directdebit,basic_payment,口座振替引落日,answer,"毎月27日\n27日が平日以外の場合は、翌日または翌々日の平日が引落日となる。"
basic_option_warp,basic_option,転送電話の通話料金,answer,"1分 17.6円。\n1分単位で課金される。\n例)10分 17.6円×10回 = 176円"
basic_option_landline,basic_option,国内固定電話の通話料金,answer,"3分 8.8円。\n3分単位で課金される。\n例) 10分 8.8円÷3分×10回 = 26.4円"
basic_option_trans,basic_option,携帯電話への発信料金,answer,"1分 17.6円。\n1分単位で課金される。\n例) 10分 17.6円×10回 = 176円"
basic_other_service,basic_other,各サービスの月額一覧,answer,"東西一律（プロバイダー込み、税込）\n- スリム光クロス：6,050円\n- スリム光ギガタイプファミリータイプ：5,280円\n- スリム光ギガタイプマンションタイプ：3,850円\n- スリムひかり電話ネクスト：2,750円\n- スリムひかり電話ネクストA：3,850円"
basic_other_relayservice,basic_other,電話リレーサービス料,answer,"電話リレーサービスは、聴覚や言語に障がいがある方が電話を利用できるサービス。\n電話リレーサービス料は、そのサービス提供に必要な費用で、全ての電話契約者が負担。\n詳細は総務省のページ参照：[こちら](https://www.soumu.go.jp/menu_seisaku/ictseisaku/telephonerelay/index.html)"
basic_other_universal,basic_other,ユニバーサル料金,answer,"ユニバーサルサービスは、すべての人が平等に通信サービスを利用できるようにする仕組み。\nユニバーサル料は、通信インフラが整っていない地域にもサービスを提供するために、全ての電話利用者が負担する料金。\n詳細は総務省のページ参照：[こちら](https://www.soumu.go.jp/main_sosiki/joho_tsusin/universalservice/)"
basic_arrears_time,basic_arrears,未納停止後の復旧時間,answer,"入金確認後、早ければ30分〜1時間ほどで復旧する。遅い場合は数時間かかることもある。\n復旧作業は手動対応のため、営業時間内のみ受付可能。\n・平日：10:00〜19:00\n・土曜：10:00〜17:00\n・日曜、祝日、年末年始：対応不可"
basic_arrears_method,basic_arrears,未引落時の支払い方法,answer,"口座振替で残高不足や何らかの理由で引落がされなかった場合、コンビニ払い対応の請求書が自動郵送される。\n連絡をすれば銀行振込も可能。"
basic_arrears_expired,basic_arrears,請求書の期限切れ,answer,"請求書の支払期限が切れた場合は、自動再送される。\n期限切れ時はこちらから連絡を行う。2～3回連続で未払いの場合、強制解約処理となる。"
basic_arrears_reason,basic_arrears,未振替の原因,answer,"口座振替が行われなかった主な理由として以下が考えられる。\n①残高不足\n②口座振替の登録未完了\n③口座情報の不備・相違\n④口座が利用できない状態\n⑤金融機関側の事情\n⑥振替依頼書の不備・未返送"
basic_internet_bb,basic_internet,スリムBB,answer,"当社独自のインターネットプロバイダーサービス\n\n■プロバイダーとは\nインターネットに接続するためのサービスを提供する事業者のこと(ISPとも呼ばれる)\n\n■月額料金\n1,100円（税込）\n\n■初期費用\n無料\n\n■接続方式\nIPoE、PPPoE\n\n■支払い方法\n請求書払い・口座振替・クレジット支払・ドコモ携帯電話合算の4種類\n\n■契約期間\n2年完走型\n\n■解約金\n2年未満の場合 1,100円\n\n■メールアドレス\n最大3つまで"
basic_internet_ip,basic_internet,固定IPアドレス,answer,"■固定IPアドレスとは\n常に同じIPアドレスでインターネット接続できるサービスのこと\n\n■特徴\n再接続時やルーター再起動後もIPが変わらないことが特徴\n\n■月額料金\n1,650円(税込)"
basic_internet_provider,basic_internet,プロバイダー加入の有無,answer,"インターネット利用の場合は必須。\nスリム光はプロバイダー料金込みのため、別途契約は不要。\n※電話のみプランには含まれない。"
basic_internet_speed,basic_internet,スリム光のインターネット速度,answer,"利用するサービスにより、速度が異なる。\n\n■スリム光クロスタイプ(マンションタイプ)\n・最大10Gbps\n・複数台で同時に大容量データや動画視聴が快適\n\n■スリム光ギガタイプ(マンションタイプ)\n・最大1Gbps\n・一般的な光回線の速度で多く利用されている\n\n■スリム光マンションタイプ by VDSL\n・最大100Mbps\n・電話線を利用したマンション向け回線で、軽いWeb閲覧やメール向け\n\n※表示速度は最大値であり、実際の通信速度は利用環境や時間帯により異なる"
basic_phone_callerid,basic_phone,ナンバーディスプレイ,answer,"ナンバーディスプレイは、着信時に相手の電話番号を表示するサービス。\n\n■料金\n・月額：440円\n・登録事務手数料：3,300円\n\n■利用開始\n・申込から3営業日後（土日祝除く）\n\n■注意\n・ナンバーディスプレイ対応の電話機が必要"
basic_phone_voicewarp,basic_phone,転送電話（ボイスワープ）,answer,"転送番号は、かかってきた電話を別の電話番号へ転送できるサービス。\n\n■料金\n・月額：550円\n・登録事務手数料：3,300円\n\n■利用開始\n・申込から3営業日後（土日祝除く）\n\n■注意\n・利用には転送設定が必要\n・設定方法は以下を参照\n[こちらから](https://www.ntt-west.co.jp/denwa/voicewp/)"
basic_phone_addnum,basic_phone,番号追加,answer,"電話番号は最大5番号まで追加可能。\n\n■料金\n・月額：110円（番号ごと）\n・登録事務手数料：3,300円\n\n■利用開始\n・番号決定後、7営業日後（土日祝除く）\n\n■注意\n\n・複数番号やFAX併用時は「なり分け設定」が必要になる場合がある\n・なり分け：月額1,100円"
basic_phone_callwaiting,basic_phone,キャッチホン,answer,"キャッチホンは、通話中に別の着信を受けられるサービス。\n\n■料金\n・月額：330円\n・登録事務手数料：3,300円\n\n■利用開始\n・申込から3営業日後（土日祝除く）\n\n■注意\n・特別な設定は不要\n・電話機側がキャッチホン対応している必要がある"
basic_phone_numbers,basic_phone,電話番号を複数所持,answer,"電話回線、電話番号を複数利用することは可能。\n\n■追加オプション\n・番号追加：110円（税込）\n・複数チャンネルオプション：220円（税込）\n\n■手数料\n・事務手数料：3,300円（税込）\n\n■必要機器\n・ビジネスホンが必要"
basic_phone_nuisance,basic_phone,迷惑電話拒否サービス,answer,"迷惑電話登録機能には、電話機側と回線側の2つのパターンがある。\n\n■電話機側\n・着信時に電話機から操作し、同じ番号からの着信を拒否できる。\n・無料で利用可能。ただし、ナンバーディスプレイ（440円税込）が必要。\n\n■回線側\n・ひかり電話番号毎または回線単位での登録が可能。\n・最大30個の番号を拒否登録できる。\n・月額 220円（税込）および事務手数料 3,300円（税込）が必要。\n・迷惑電話登録機能が装備された電話機を利用していれば、無料で利用可能（ナンバーディスプレイが必要）。"
basic_phone_telegram,basic_phone,電報の使用可否,answer,"ひかり電話から電報を送ることができる。\n■手順\n①「115」にダイヤル\n②電話番号と名前を伝える\n③オペレーターの質問に答え、電報の種類・お届け日・メッセージを伝える\n電報料金は、使用した電話番号の料金と一緒に支払い"
basic_tv_noantenna,basic_tv,アンテナ不使用でテレビ利用,answer,"スリムテレビの提供が可能。\n\n■サービス概要\n・NTT東西のフレッツテレビと同等\n・地デジ・BSが視聴可能\n・月額料金：990円（税込）\n\n■チャンネル情報\n・視聴可能チャンネルは地域により異なる\nNTT西日本：[こちら](https://flets-w.com/opt/ftv/terms/channel.html)\nNTT東日本：[こちら](https://flets.com/ftv/channel.html)\n\n■利用条件\n・提供エリア内であること\n・対応ルーター、テレビ配線が必要\n\n■オプション\n・スカパー！視聴可能\n基本料：429円＋選択チャンネル視聴料"
basic_business_phonequantity,basic_business,電話3台以上,answer,"同時に3台以上の電話機を利用する場合は、ビジネスホンを検討する。\n\n・電話機の台数によって料金は変わらない\n・番号数や回線数によって料金が変動する"
basic_business_phone,basic_business,ビジネスホン,answer,"取り扱いあり。\nビジネスホンは、オフィスでの円滑なコミュニケーションに必須のツール。\n\n■特徴\n・角度可変スタンド\n・クラウドサービス対応（らくらくGuidance）\n・誰カラー着信で着信者識別\n・ナンバーディスプレイ対応"
basic_business_printer,basic_business,複合機,answer,"取り扱いあり。\nコピー、スキャン、プリントに加えて、FAXや無線LAN対応モデルもある。\n\n■特徴\n・高解像度出力\n・無線LAN対応で設置場所に柔軟\n・豊富なセキュリティ対策\n・使いやすい画面操作"
basic_business_camera,basic_business,防犯カメラ,answer,"取り扱いあり。\n屋外用、屋内用、パンチルト対応など様々な種類があり、セット価格で提供。\n\n■主な用途\n・店舗防犯：侵入を未然に防ぐ\n・遠隔監視：外出先からでも監視可能\n・業務効率化：人員配置や作業効率化に貢献\n・サービス向上：顧客行動の分析に活用"
basic_security_introduction,basic_security,セキュリティ導入,answer,"利用用途に応じて選択する。\n\n■アンチウイルスソフト\n・PCやスマホなど端末単位で導入\n・ウイルス検知、隔離、駆除を実施\n・利用台数分の契約が必要\n\n■UTM\n・ネットワーク全体を保護\n・不正通信や不要サイトを遮断\n・複数機能を一元管理できる\n\n■補足\n・キングソフトセキュリティ、ゼロセキュリティをスマホ・PC含め最大5台まで無料提供するサービスもある"
basic_change_nonet,basic_change,インターネット解約して電話のみ,answer,"インターネットの廃止日を決定後、手続きを進める。\n工事は不要で、既存の設備をそのまま利用可能。\nプラン変更に伴い、事務手数料4,400円（税込）がかかる。\n\n■提供サービス\n・スリムひかり電話ネクスト\n・スリムひかり電話ネクストA\n\n■月額料金（税込）\n・スリムひかり電話ネクスト：2,750円\n・スリムひかり電話ネクストA：3,850円\n\nネクストAには以下のオプションが含まれる\n(ナンバーディスプレイ、ボイスワープ、キャッチホン、迷惑電話お断りサービス、ナンバーリクエスト、着信お知らせメール)\n\n■契約条件\n・契約期間：2年\n・満了月以外の解約：解約金2,200円"
basic_change_nophone,basic_change,電話解約してインターネットのみ,answer,"電話サービスを解約してインターネットのみになる場合、利用中のルーター構成や接続方式によって設定変更や再設定が必要になる。\nHGW構成から市販ルーター構成に変わるケースもある。\nプラン変更に伴い、事務手数料 3,300円がかかる。"
basic_change_wifi,basic_change,電話のみからWi-Fi追加,answer,"スリム光またはスリム光クロスへのプラン変更が必要。\n\n■手続き\n・NTTからHGW、当社からWi-Fiルーターが届いた後、インターネット設定を実施しWi-Fi接続。\n・V6プラスの場合はインターネット設定不要。\n\n■料金（税込）\n・ひかり電話ネクスト：2,750円（通常料金）、550円（ネットセット料金）\n・ひかり電話ネクストA：3,850円（通常料金）、1,650円（ネットセット料金）\n・クロスタイプ：6,050円（プロバイダー料金込み）\n・ギガタイプF：5,280円（プロバイダー料金込み）\n・ギガタイプM：3,850円（プロバイダー料金込み）\n\n■特徴\n・Wi-Fiルータープレゼント\n・回線工事不要\n・初期費用無料（事務手数料 4,400円など）\n・Wi-Fiでネット使い放題\n\n■キャンペーン\n・1年間 1,000円引き（電話＋インターネット料金から）"
before_apply_corporation,before_apply,法人での申込は可能か,answer,"個人・法人ともに、すべてのプランで申込み可能。"
before_area_slim,before_area,スリム光の利用可能エリア,answer,"スリム光はNTT東日本・NTT西日本のフレッツ光と同じ提供エリアで利用できる。\n提供エリアの確認：[フレッツ光提供エリア](https://bb-fletsnavi.com/westlp/nttwest/index.html)"
before_conditions_min,before_conditions,最低利用期間,answer,"最低利用期間は2年。契約は2年契約の自動更新。更新月を含む2ケ月以外の解約は解約金が発生する。\n\n■解約金\n・定額制プラン：5,000円\n・電話のみプラン：2,000円\n\n■工事費残債\n・工事費が分割中の場合、契約満了の2年より前に解約すると残工事費も請求される\n\n■プラン変更\n・プラン変更時は事務手数料の3,300円が発生"
before_conditions_pause,before_conditions,利用休止,answer,"利用休止はできない。期間を指定した一時停止も不可。"
before_conditions_short,before_conditions,短期間の利用,answer,"短期間の利用も可能。ただし契約は2年契約の自動更新。\n\n■解約金\n・更新月を含む2か月以外の解約は解約金が発生\n・定額制プラン：5,000円\n・電話のみプラン：2,200円\n\n■工事費残債\n・工事費が分割中の場合、2年満了前の解約は残工事費を請求"
before_conditions_phonechange,before_conditions,電話プラン変更時の契約期間,answer,"プラン変更時にリセットされ、変更日が契約開始日となる。期間や時期により解約金がかかる場合もある。"
before_namechange_contractors,before_namechange,契約者の名義変更,answer,"変更可能。\n変更手続きには、名義変更者の身分証明書が必要。\n名義変更には約1ヶ月ほどかかる。\n\n■必要書類\n・個人 → 個人(新)：新契約者の身分証明書（運転免許証、マイナンバーカード、健康保険証＋公共料金明細）\n・個人 → 法人：登記簿の写し\n・法人 → 個人：新契約者の身分証明書（運転免許証、マイナンバーカード、健康保険証＋公共料金）\n・法人 → 法人(新) ：登記簿の写し"
before_transfer_num,before_transfer,転用番号取得,answer,"インターネットまたは電話で取得できる。東日本・西日本で窓口が異なる。\n\n■インターネット\n・西日本：[こちら](https://flets-w.com/collabo/tenyou/entry/)\n・東日本：[こちら](https://flets.com/app4/input/index/)\n\n■電話\n・西日本：0120-553-104（9:00〜17:00）\n・東日本：0120-140-202（9:00〜17:00）\n※土日祝対応可(年末年始除く)"
before_transfer_businessnum,before_transfer,事業者変更番号取得,answer,"NTT光コラボ事業者から別の光コラボ事業者へ乗り換える際に必要な番号。\n\n■対象例\n・ドコモ光\n・ソフトバンク光\n・楽天ひかり\n・So-net光　など\n\n光コラボ事業者一覧：[こちら](https://flets.com/collabo/list/?utm_source=chatgpt.com)\n\n■取得方法\n・お客様からの電話受付後、当社で発行\n・発行後は郵送で送付\n・到着まで早くて翌日～翌々日\n\n■手数料\n・発行手数料：3,300円\n・当月利用料金と合算請求\n・有効期限：発行から2週間"
before_move_samenum,before_move,引越し先での番号引継ぎ可否,answer,"引越し先による。\n\n■提供エリア内の場合\n・NTT東西の光回線提供エリアであれば、電話番号の引継ぎが可能。\n\n■提供エリア外の場合\n・NTT東西の光回線提供エリア外だと、番号引継ぎができない。\n\n■例外\n・電柱やインフラの位置関係により、提供エリア内でも番号引継ぎができない場合がある。\n\n■提供エリア確認\n【西日本在住の方】：[こちら](https://flets-w.com/cart/index.php)\n【東日本在住の方】：[こちら](https://flets.com/app2/search_c.html)"
before_move_router,before_move,敷地内移転,answer,"- Wi-FiルーターやTPLinkの移動：単純に場所を移動するだけで利用可能\n- HGWなどの移動の場合：NTTへの報告や工事が必要\n・移転工事完了までおおよそ1ヶ月\n・工事が発生する場合は料金がかかる可能性あり"
before_cancel_service,before_cancel,各種サービス解約時の解約金,answer,"サービス内容・利用期間・申込時期によって異なる。\n\n・工事費が残っている場合：満了が2年のため、満了前の解約は残工事費を請求。\n・解約金：2年自動更新。更新月を含む2ケ月以外の解約は解約金が発生。\n➤定額プラン：5,000円\n➤電話のみプラン：2,200円\n・解約希望は1ヶ月前までに連絡が必要。"
before_cancel_procedure,before_cancel,解約手続き,answer,"解約連絡後、解約日を決定し、書面で送付。\nNTTルーター(ONUやHGW)は返却キッドを利用して返却。\nWi-Fルーターをレンタルの場合も同様に返却キッドを利用して返却。\n利用月の翌月が最終の請求となる。"
before_cancel_timing,before_cancel,解約の連絡タイミング,answer,"解約希望日の1ヶ月前まで。"
before_flow_lightline,before_flow,光回線,answer,"建物や環境により異なるが、標準的な宅内工事は以下の流れになる（所要時間:約1〜2時間）\n\n①光ファイバーケーブルの引き込み\n・電柱から光ファイバーを宅内に引き込む\n・既存の電話線、エアコンダクト、配管を活用することが多い\n・必要な場合は壁に小さな穴を開ける場合もある\n\n②光コンセントの設置\n・宅内に光コンセント(光ケーブルの差し込み口)を設置\n\n③ONU（回線終端装置）の設置\n・光コンセント付近にONUを設置し、電源を投入して回線を終端する"
before_start_lightline,before_start,光回線,answer,"標準開通期間は、申込後おおよそ2週間〜2ケ月。\n・地域や建物状況により変動する\n・引っ越しシーズン（春）は特に混雑し、通常より時間がかかる"
before_impossible_v1,before_impossible,工事不可と言われた,answer,"建物状況によっては可能な場合がある。\n\n■対応内容\n・光ファイバー入線のための付帯工事を行う場合がある\n・建物構造によって対応不可となることもある\n・最終判断は現地確認後となる\n\n■費用について\n・付帯工事費は当社負担となるケースが多い\n・ただし、当社負担上限を超える場合は対応不可となることがある\n・開通前にお客様都合で工事キャンセルした場合、工事費を請求する場合がある"
before_payment_bank,before_payment,口座振替の変更手続き,answer,"口座振替の登録書類を郵送。\n記入後、ポストに投函。\n当社で受理後、翌月から口座振替に変更。"
before_payment_credit,before_payment,クレジット払いの変更手続き,answer,"クレジットカードの登録URLをSMSまたはPCに送信。\n当社委託サイトでカード情報を登録。\n登録後、翌月からクレジット支払に変更。"
before_payment_address,before_payment,請求書や明細の送付先変更,answer,"毎月届く請求書や明細などの送付物の宛名・住所変更は電話受付のみ。\n基本は翌月分から反映だが、請求がまだ上がっていなければ当月分から変更可能。\n受付者がスリム管理画面の住所情報を変更する。"
before_invoice_tax,before_invoice,確定申告用の利用明細発行,answer,"可能。\n■手数料：330円（税込）\n■申込後、郵送にてお届け。"
before_invoice_call,before_invoice,通話明細発行,answer,"可能\n発行手数料 550円。"
before_invoice_usage,before_invoice,明細の取得方法,answer,"口座振替・クレジット払いのお客様のみ郵送可能。\n手数料として送料込み165円。\nマイページからも印刷できる。"
before_password_lost,before_password,ID・パスワード紛失,answer,"会員登録証の再発行で対応する。\n\n再発行した会員登録証に\n・マイページID\n・初期パスワード\nが記載される。\n\n郵送での再発行となるため、手元に届くまで数日かかる。"
after_initial,after_initial,スリム光の初期費用,answer,"プランや利用状況により初期費用が異なる。以下を基本とする。\n\n■ネットのみ（通常）\n・引込工事：22,000円\n・契約料：880円\n・セットアップ料：2,900円（必要な場合のみ）\n\n■ネット＋電話（通常）\n引込工事：22,000円\n・契約料：880円\n・セットアップ料：2,900円（必要な場合のみ）\n・鳴り分け（2番号以上）：1,100円\n・交換機等工事費：1,100円（必要な場合のみ）\n・同番移行工事費（1番号）：2,200円\n休止工事費：1,100円（必要な場合のみ）\n\n■ネットのみ（通常以外）\n・引込工事：22,000円（分割請求）\n・契約料：880円\n\n■ネット＋電話（通常以外）\n・引込工事：22,000円（分割請求）\n・契約料：880円\n・交換機等工事費：1,100円（必要な場合のみ）\n・同番移行工事費（1番号）：2,200円\n休止工事費：1,100円（必要な場合のみ）\n\n※状況により不要な費用・会社負担になる費用があるため、必ず個別確認すること。\n※基本同額の割引にて相殺のため実質無料。"
after_payment_type,after_payment,支払方法の種類,answer,"以下の4種類から選択可能。\n\n・請求書払い：手数料 275円\n→利用月の翌月中旬頃に郵送\n・口座振替：手数料 110円\n→利用月の翌月27日に引落\n・クレジットカード：手数料 0円\n・ドコモ携帯電話合算：手数料 165円\n\n※すべて税込"
after_payment_directdebit,after_payment,口座振替引落日,answer,"毎月27日\n27日が平日以外の場合は、翌日または翌々日の平日が引落日となる。"
